"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:FAS(4.0.0)","ISR.FA65.XDC.A","OBS_VALUE","Israel","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","USA.FA65.XDC.A","OBS_VALUE","United States","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","EGY.FA65.POGDP.A","OBS_VALUE","Egypt, Arab Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.0842621982726803","0.2352361935501518","0.2571685740002572","0.4181558255897069","1.434044143939148","4.015069634020666","7.809696005183679","12.58056721131861"
"IMF.STA:FAS(4.0.0)","ISR.FA65.POGDP.A","OBS_VALUE","Israel","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NPL.FA65.XDC.A","OBS_VALUE","Nepal","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","56861.77563897","147467.836443478","114432.0","184293.0","219807.0"
"IMF.STA:FAS(4.0.0)","TTO.FA65.POGDP.A","OBS_VALUE","Trinidad and Tobago","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TLS.FA65.POGDP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AZE.FA65.XDC.A","OBS_VALUE","Azerbaijan, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TLS.FA65.XDC.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TTO.FA65.XDC.A","OBS_VALUE","Trinidad and Tobago","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DMA.FA65.XDC.A","OBS_VALUE","Dominica","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA65.POGDP.A","OBS_VALUE","Angola","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","2.35663481185155E-4","0.01715461670691219","0.1004217770763417","0.2931709274537462","0.03384051979290977","","",""
"IMF.STA:FAS(4.0.0)","NLD.FA65.POGDP.A","OBS_VALUE","Netherlands, The","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AGO.FA65.XDC.A","OBS_VALUE","Angola","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","39.001281","3475.91921482","25735.83394094","88920.0","10727.70568476","","",""
"IMF.STA:FAS(4.0.0)","NLD.FA65.XDC.A","OBS_VALUE","Netherlands, The","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DMA.FA65.POGDP.A","OBS_VALUE","Dominica","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRA.FA65.XDC.A","OBS_VALUE","Brazil","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SUR.FA65.POGDP.A","OBS_VALUE","Suriname","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SUR.FA65.XDC.A","OBS_VALUE","Suriname","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IRQ.FA65.XDC.A","OBS_VALUE","Iraq","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","3083000.0","3.0515E7","8.6153E7","3.99194528E8","1.0388531E8","","",""
"IMF.STA:FAS(4.0.0)","BHS.FA65.POGDP.A","OBS_VALUE","Bahamas, The","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","0.5259963584867489","0.4689260375749825","0.4212435052481082"
"IMF.STA:FAS(4.0.0)","DJI.FA65.XDC.A","OBS_VALUE","Djibouti","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LAO.FA65.XDC.A","OBS_VALUE","Lao People's Democratic Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BHS.FA65.XDC.A","OBS_VALUE","Bahamas, The","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","59.8","61.6","60.4"
"IMF.STA:FAS(4.0.0)","TUN.FA65.XDC.A","OBS_VALUE","Tunisia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","3.0","48.4"
"IMF.STA:FAS(4.0.0)","IRQ.FA65.POGDP.A","OBS_VALUE","Iraq","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","1.565577472312528","13.7662248567138","32.03679932112166","144.553016529738","48.17053660992285","","",""
"IMF.STA:FAS(4.0.0)","SDN.FA65.XDC.A","OBS_VALUE","Sudan","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","110.0","673.0","2135.593993","","","","",""
"IMF.STA:FAS(4.0.0)","KHM.FA65.XDC.A","OBS_VALUE","Cambodia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","9.59283400227929E7","6.7738231E7","9.010455E7","1.44476129E8","1.74506277E8","1.9623424E8","2.57161168E8","3.03366557455648E8"
"IMF.STA:FAS(4.0.0)","KHM.FA65.POGDP.A","OBS_VALUE","Cambodia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","118.0774700575664","75.40669623673932","90.51705905565689","131.3251637507417","164.796853381095","177.5780403847903","212.4773386462428","232.2747334927716"
"IMF.STA:FAS(4.0.0)","SDN.FA65.POGDP.A","OBS_VALUE","Sudan","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.01816954813349","0.0824901007567829","0.162036723967967","","","","",""
"IMF.STA:FAS(4.0.0)","BOL.FA65.XDC.A","OBS_VALUE","Bolivia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","639.0","943.0","1257.4900450104","1503.0","2269.0","3313.0","4518.5830543127","12349.1600051461"
"IMF.STA:FAS(4.0.0)","HND.FA65.XDC.A","OBS_VALUE","Honduras","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","12870.9451011321","13209.5087150927","11243.4271107"
"IMF.STA:FAS(4.0.0)","BRB.FA65.XDC.A","OBS_VALUE","Barbados","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PAN.FA65.XDC.A","OBS_VALUE","Panama","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PRY.FA65.XDC.A","OBS_VALUE","Paraguay","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","8727096.0428742","9279642.8577489","1.0169984E7","1.6316191993854E7","1.4743675E7","1.3854010497773E7","1.3234853E7"
"IMF.STA:FAS(4.0.0)","PRY.FA65.POGDP.A","OBS_VALUE","Paraguay","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","3.982751618995443","4.024540126362267","4.296907078203827","6.800829643050932","5.447830152544903","4.729190084639738","4.227000477702769"
"IMF.STA:FAS(4.0.0)","SLV.FA65.XDC.A","OBS_VALUE","El Salvador","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","46.2682209269188","527.521953174146","777.6","525.59118943"
"IMF.STA:FAS(4.0.0)","MRT.FA65.XDC.A","OBS_VALUE","Mauritania, Islamic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","732.173444","","","","897.72852927","30283.16887164","",""
"IMF.STA:FAS(4.0.0)","SSD.FA65.XDC.A","OBS_VALUE","South Sudan, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CPV.FA65.XDC.A","OBS_VALUE","Cabo Verde","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SWE.FA65.XDC.A","OBS_VALUE","Sweden","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","IND.FA65.POGDP.A","OBS_VALUE","India","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.1337356954603751","0.3115362944979666","0.5750088432431318","0.9117527707982483","0.9136799227783436","0.6444135311222923","0.8170175217100247","0.7550124934302901"
"IMF.STA:FAS(4.0.0)","CAF.FA65.XDC.A","OBS_VALUE","Central African Republic","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","76.0","191.0","","","","","",""
"IMF.STA:FAS(4.0.0)","IND.FA65.XDC.A","OBS_VALUE","India","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","205841.556","532416.847","1086747.649","1832950.649","1814028.890605","1520648.29109156","2201833.28717426","2218958.0"
"IMF.STA:FAS(4.0.0)","PRT.FA65.XDC.A","OBS_VALUE","Portugal","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","COL.FA65.XDC.A","OBS_VALUE","Colombia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","1806.0","104958.0","","","",""
"IMF.STA:FAS(4.0.0)","SWE.FA65.POGDP.A","OBS_VALUE","Sweden","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VNM.FA65.XDC.A","OBS_VALUE","Vietnam","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","1.9E7",""
"IMF.STA:FAS(4.0.0)","MHL.FA65.XDC.A","OBS_VALUE","Marshall Islands, Republic of the","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","COL.FA65.POGDP.A","OBS_VALUE","Colombia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","1.828321983091567E-4","0.009901062950678635","","","",""
"IMF.STA:FAS(4.0.0)","FSM.FA65.XDC.A","OBS_VALUE","Micronesia, Federated States of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DZA.FA65.XDC.A","OBS_VALUE","Algeria","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PRT.FA65.POGDP.A","OBS_VALUE","Portugal","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ARE.FA65.XDC.A","OBS_VALUE","United Arab Emirates","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","USA.FA65.POGDP.A","OBS_VALUE","United States","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DJI.FA65.POGDP.A","OBS_VALUE","Djibouti","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","VNM.FA65.POGDP.A","OBS_VALUE","Vietnam","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","0.198979180878471",""
"IMF.STA:FAS(4.0.0)","FSM.FA65.POGDP.A","OBS_VALUE","Micronesia, Federated States of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SSD.FA65.POGDP.A","OBS_VALUE","South Sudan, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","NPL.FA65.POGDP.A","OBS_VALUE","Nepal","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","1.473511302603585","3.792210712928667","2.629079359545984","3.703222413336403","4.109673070644483"
"IMF.STA:FAS(4.0.0)","GMB.FA65.POGDP.A","OBS_VALUE","Gambia, The","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","0.0539684638805785","0.0567878585749727","0.06351491289448952","0.07568227379162033","1.279305969206582"
"IMF.STA:FAS(4.0.0)","SLV.FA65.POGDP.A","OBS_VALUE","El Salvador","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","0.1856581524675138","1.816339256616695","2.43084167893133","1.545146580982502"
"IMF.STA:FAS(4.0.0)","DZA.FA65.POGDP.A","OBS_VALUE","Algeria","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LAO.FA65.POGDP.A","OBS_VALUE","Lao People's Democratic Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MHL.FA65.POGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","HND.FA65.POGDP.A","OBS_VALUE","Honduras","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","1.904175534211039","1.716648472690395","1.328524741394753"
"IMF.STA:FAS(4.0.0)","THA.FA65.POGDP.A","OBS_VALUE","Thailand","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.2966366027049272","0.4394398380647937","0.6968135340473842","1.010043001510909","1.664119643776493","2.551267140503901","3.037535079017943","3.396067894809079"
"IMF.STA:FAS(4.0.0)","CPV.FA65.POGDP.A","OBS_VALUE","Cabo Verde","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRB.FA65.POGDP.A","OBS_VALUE","Barbados","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ARE.FA65.POGDP.A","OBS_VALUE","United Arab Emirates","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SRB.FA65.POGDP.A","OBS_VALUE","Serbia, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BDI.FA65.POGDP.A","OBS_VALUE","Burundi","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","DEU.FA65.POGDP.A","OBS_VALUE","Germany","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CAF.FA65.POGDP.A","OBS_VALUE","Central African Republic","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.00702717296831485","0.0158726992896344","","","","","",""
"IMF.STA:FAS(4.0.0)","BOL.FA65.POGDP.A","OBS_VALUE","Bolivia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.2724561166786199","0.3638331802351862","0.4517046850527066","0.5318722011996992","0.8964403195250382","1.186578099866036","1.485900737890761","3.897818504627564"
"IMF.STA:FAS(4.0.0)","ROU.FA65.POGDP.A","OBS_VALUE","Romania","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.00272152884978974","3.045925100135659E-4","","","","","",""
"IMF.STA:FAS(4.0.0)","AZE.FA65.POGDP.A","OBS_VALUE","Azerbaijan, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","PAN.FA65.POGDP.A","OBS_VALUE","Panama","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BRA.FA65.POGDP.A","OBS_VALUE","Brazil","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","TUN.FA65.POGDP.A","OBS_VALUE","Tunisia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","0.002167384191244201","0.03210047182387718"
"IMF.STA:FAS(4.0.0)","ETH.FA65.POGDP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","0.3956399326621748",""
"IMF.STA:FAS(4.0.0)","LBY.FA65.XDC.A","OBS_VALUE","Libya","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","128385.415","1.99029956608E8","9.9711811166E7","8.4502160888E7","8.2524669562E7","4.1806076458E7",""
"IMF.STA:FAS(4.0.0)","ETH.FA65.XDC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","24359.61",""
"IMF.STA:FAS(4.0.0)","LBY.FA65.POGDP.A","OBS_VALUE","Libya","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","137.155992068834","190142.869051406","102970.306515689","130001.324422701","45932.0128693639","18984.2954843925",""
"IMF.STA:FAS(4.0.0)","SLE.FA65.XDC.A","OBS_VALUE","Sierra Leone","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","1.9878618461E10","3.9295169906E10"
"IMF.STA:FAS(4.0.0)","SLE.FA65.POGDP.A","OBS_VALUE","Sierra Leone","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","3.45600905109616E7","4.841214506455746E7"
"IMF.STA:FAS(4.0.0)","AUS.FA65.XDC.A","OBS_VALUE","Australia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BEL.FA65.XDC.A","OBS_VALUE","Belgium","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","CAN.FA65.XDC.A","OBS_VALUE","Canada","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","KOR.FA65.XDC.A","OBS_VALUE","Korea, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","ECU.FA65.XDC.A","OBS_VALUE","Ecuador","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","JPN.FA65.XDC.A","OBS_VALUE","Japan","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","BHR.FA65.XDC.A","OBS_VALUE","Bahrain, Kingdom of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","394.0","749.84451"
"IMF.STA:FAS(4.0.0)","BHR.FA65.POGDP.A","OBS_VALUE","Bahrain, Kingdom of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","2.36096097103808","4.61582528371667"
"IMF.STA:FAS(4.0.0)","BLR.FA65.XDC.A","OBS_VALUE","Belarus, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","SAU.FA65.XDC.A","OBS_VALUE","Saudi Arabia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","OMN.FA65.XDC.A","OBS_VALUE","Oman","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AND.FA65.POGDP.A","OBS_VALUE","Andorra, Principality of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","AND.FA65.XDC.A","OBS_VALUE","Andorra, Principality of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","LKA.FA65.XDC.A","OBS_VALUE","Sri Lanka","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","COG.FA65.POGDP.A","OBS_VALUE","Congo, Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","60524.81548563878","49989.67344882571","8716.637090068132","3099525.636495763","2721306.656620595","843946.2273849634","108117.6319725896",""
"IMF.STA:FAS(4.0.0)","COG.FA65.XDC.A","OBS_VALUE","Congo, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","3.920777236E9","3.43517371E9","7.15296879E8","2.53822191945E11","1.79639340873E11","6.9383351192E10","1.0666913681E10",""
"IMF.STA:FAS(4.0.0)","NGA.FA65.XDC.A","OBS_VALUE","Nigeria","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","756897.48365281","1103386.01047","1974251.41954225","4428106.41651107","1.49877388658316E7","1.5395017340242E7","3.259901478538E7","9.71638870253867E7"
"IMF.STA:FAS(4.0.0)","ZMB.FA65.XDC.A","OBS_VALUE","Zambia","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","777.0","1285.0","18445.5339289346","43840.0","95443.32","169402.43","295828.1","451984.60278049"
"IMF.STA:FAS(4.0.0)","TZA.FA65.XDC.A","OBS_VALUE","Tanzania, United Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","","1.52708546956165E7"
"IMF.STA:FAS(4.0.0)","NAM.FA65.POGDP.A","OBS_VALUE","Namibia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","1.859135894573674","5.974702033425505","2.992839498705992","4.84781828172995","","6.159563865243939","5.958994037806163",""
"IMF.STA:FAS(4.0.0)","NGA.FA65.POGDP.A","OBS_VALUE","Nigeria","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.737893637861112","0.9603074096918017","1.529397100404585","3.040464558745644","9.716378316197618","8.743418122759884","16.10901611927684","41.44758802801652"
"IMF.STA:FAS(4.0.0)","TZA.FA65.POGDP.A","OBS_VALUE","Tanzania, United Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","","8.095339786106207"
"IMF.STA:FAS(4.0.0)","ZMB.FA65.POGDP.A","OBS_VALUE","Zambia","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.3595590889318735","0.5218231730097624","6.703213272734342","14.59150795398758","28.6857048313366","38.2971565010413","59.88855857833454","79.40370054588215"
"IMF.STA:FAS(4.0.0)","GUY.FA65.XDC.A","OBS_VALUE","Guyana","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","2840.905904","4904.495921","6955.794928","9601.0","23771.74746","56895.57116","15082.0","32516.0"
"IMF.STA:FAS(4.0.0)","GUY.FA65.POGDP.A","OBS_VALUE","Guyana","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.3069003447206747","0.5002045818553429","0.6994460304563628","0.8900289136567201","2.083857250930742","3.393460379906288","0.4914650232795791","0.9290434361235494"
"IMF.STA:FAS(4.0.0)","SWZ.FA65.POGDP.A","OBS_VALUE","Eswatini, Kingdom of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","2.362282245343716","3.637823536694428","4.683891957178902","5.473745767532435","6.867061905517163","8.122755781933048","11.52946792251802","10.4765099410205"
"IMF.STA:FAS(4.0.0)","SWZ.FA65.XDC.A","OBS_VALUE","Eswatini, Kingdom of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","1326.0","2135.0","2894.0","3556.0","4504.0","5825.0","9038.0","8889.0"
"IMF.STA:FAS(4.0.0)","STP.FA65.POGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","","","","","","","",""
"IMF.STA:FAS(4.0.0)","STP.FA65.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
"IMF.STA:FAS(4.0.0)","MRT.FA65.POGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Value of mobile money transactions (during the reference year)","Percent of GDP","Annual","Units","0.3247274815809595","","","","0.2922193509889799","9.105107548583053","",""
"IMF.STA:FAS(4.0.0)","NRU.FA65.XDC.A","OBS_VALUE","Nauru, Republic of","Value of mobile money transactions (during the reference year)","Domestic currency","Annual","Millions","","","","","","","",""
